RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,TOT_COHORT,TOT_OVERALL,TOT_APPREN,TOT_EDUCATION,TOT_FE,TOT_HE,TOT_OTHER_EDU,TOT_EMPLOYMENT,TOT_NOT_SUSTAINED,TOT_NOT_CAPTURED,TOT_OVERALLPER,TOT_APPRENPER,TOT_EDUCATIONPER,TOT_FEPER,TOT_HEPER,TOT_OTHER_EDUPER,TOT_EMPLOYMENTPER,TOT_NOT_SUSTAINEDPER,TOT_NOT_CAPTUREDPER,TOT_COHORT_DIS,TOT_OVERALL_DIS,TOT_APPREN_DIS,TOT_EDUCATION_DIS,TOT_FE_DIS,TOT_HE_DIS,TOT_OTHER_EDU_DIS,TOT_EMPLOYMENT_DIS,TOT_NOT_SUSTAINED_DIS,TOT_NOT_CAPTURED_DIS,TOT_OVERALLPER_DIS,TOT_APPRENPER_DIS,TOT_EDUCATIONPER_DIS,TOT_FEPER_DIS,TOT_HEPER_DIS,TOT_OTHER_EDUPER_DIS,TOT_EMPLOYMENTPER_DIS,TOT_NOT_SUSTAINEDPER_DIS,TOT_NOT_CAPTUREDPER_DIS,TOT_COHORT_NONDIS,TOT_OVERALL_NONDIS,TOT_APPREN_NONDIS,TOT_EDUCATION_NONDIS,TOT_FE_NONDIS,TOT_HE_NONDIS,TOT_OTHER_EDU_NONDIS,TOT_EMPLOYMENT_NONDIS,TOT_NOT_SUSTAINED_NONDIS,TOT_NOT_CAPTURED_NONDIS,TOT_OVERALLPER_NONDIS,TOT_APPRENPER_NONDIS,TOT_EDUCATIONPER_NONDIS,TOT_FEPER_NONDIS,TOT_HEPER_NONDIS,TOT_OTHER_EDUPER_NONDIS,TOT_EMPLOYMENTPER_NONDIS,TOT_NOT_SUSTAINEDPER_NONDIS,TOT_NOT_CAPTUREDPER_NONDIS,L3_COHORT,L3_OVERALL,L3_APPREN,L3_EDUCATION,L3_FE,L3_HE,L3_OTHER_EDU,L3_EMPLOYMENT,L3_NOT_SUSTAINED,L3_NOT_CAPTURED,L3_OVERALLPER,L3_APPRENPER,L3_EDUCATIONPER,L3_FEPER,L3_HEPER,L3_OTHER_EDUPER,L3_EMPLOYMENTPER,L3_NOT_SUSTAINEDPER,L3_NOT_CAPTUREDPER,L3_COHORT_DIS,L3_OVERALL_DIS,L3_APPREN_DIS,L3_EDUCATION_DIS,L3_FE_DIS,L3_HE_DIS,L3_OTHER_EDU_DIS,L3_EMPLOYMENT_DIS,L3_NOT_SUSTAINED_DIS,L3_NOT_CAPTURED_DIS,L3_OVERALLPER_DIS,L3_APPRENPER_DIS,L3_EDUCATIONPER_DIS,L3_FEPER_DIS,L3_HEPER_DIS,L3_OTHER_EDUPER_DIS,L3_EMPLOYMENTPER_DIS,L3_NOT_SUSTAINEDPER_DIS,L3_NOT_CAPTUREDPER_DIS,L3_COHORT_NONDIS,L3_OVERALL_NONDIS,L3_APPREN_NONDIS,L3_EDUCATION_NONDIS,L3_FE_NONDIS,L3_HE_NONDIS,L3_OTHER_EDU_NONDIS,L3_EMPLOYMENT_NONDIS,L3_NOT_SUSTAINED_NONDIS,L3_NOT_CAPTURED_NONDIS,L3_OVERALLPER_NONDIS,L3_APPRENPER_NONDIS,L3_EDUCATIONPER_NONDIS,L3_FEPER_NONDIS,L3_HEPER_NONDIS,L3_OTHER_EDUPER_NONDIS,L3_EMPLOYMENTPER_NONDIS,L3_NOT_SUSTAINEDPER_NONDIS,L3_NOT_CAPTUREDPER_NONDIS,L2_COHORT,L2_OVERALL,L2_APPREN,L2_EDUCATION,L2_FE,L2_HE,L2_OTHER_EDU,L2_EMPLOYMENT,L2_NOT_SUSTAINED,L2_NOT_CAPTURED,L2_OVERALLPER,L2_APPRENPER,L2_EDUCATIONPER,L2_FEPER,L2_HEPER,L2_OTHER_EDUPER,L2_EMPLOYMENTPER,L2_NOT_SUSTAINEDPER,L2_NOT_CAPTUREDPER,L2_COHORT_DIS,L2_OVERALL_DIS,L2_APPREN_DIS,L2_EDUCATION_DIS,L2_FE_DIS,L2_HE_DIS,L2_OTHER_EDU_DIS,L2_EMPLOYMENT_DIS,L2_NOT_SUSTAINED_DIS,L2_NOT_CAPTURED_DIS,L2_OVERALLPER_DIS,L2_APPRENPER_DIS,L2_EDUCATIONPER_DIS,L2_FEPER_DIS,L2_HEPER_DIS,L2_OTHER_EDUPER_DIS,L2_EMPLOYMENTPER_DIS,L2_NOT_SUSTAINEDPER_DIS,L2_NOT_CAPTUREDPER_DIS,L2_COHORT_NONDIS,L2_OVERALL_NONDIS,L2_APPREN_NONDIS,L2_EDUCATION_NONDIS,L2_FE_NONDIS,L2_HE_NONDIS,L2_OTHER_EDU_NONDIS,L2_EMPLOYMENT_NONDIS,L2_NOT_SUSTAINED_NONDIS,L2_NOT_CAPTURED_NONDIS,L2_OVERALLPER_NONDIS,L2_APPRENPER_NONDIS,L2_EDUCATIONPER_NONDIS,L2_FEPER_NONDIS,L2_HEPER_NONDIS,L2_OTHER_EDUPER_NONDIS,L2_EMPLOYMENTPER_NONDIS,L2_NOT_SUSTAINEDPER_NONDIS,L2_NOT_CAPTUREDPER_NONDIS,LALLOTH_COHORT,LALLOTH_OVERALL,LALLOTH_APPREN,LALLOTH_EDUCATION,LALLOTH_FE,LALLOTH_HE,LALLOTH_OTHER_EDU,LALLOTH_EMPLOYMENT,LALLOTH_NOT_SUSTAINED,LALLOTH_NOT_CAPTURED,LALLOTH_OVERALLPER,LALLOTH_APPRENPER,LALLOTH_EDUCATIONPER,LALLOTH_FEPER,LALLOTH_HEPER,LALLOTH_OTHER_EDUPER,LALLOTH_EMPLOYMENTPER,LALLOTH_NOT_SUSTAINEDPER,LALLOTH_NOT_CAPTUREDPER,LALLOTH_COHORT_DIS,LALLOTH_OVERALL_DIS,LALLOTH_APPREN_DIS,LALLOTH_EDUCATION_DIS,LALLOTH_FE_DIS,LALLOTH_HE_DIS,LALLOTH_OTHER_EDU_DIS,LALLOTH_EMPLOYMENT_DIS,LALLOTH_NOT_SUSTAINED_DIS,LALLOTH_NOT_CAPTURED_DIS,LALLOTH_OVERALLPER_DIS,LALLOTH_APPRENPER_DIS,LALLOTH_EDUCATIONPER_DIS,LALLOTH_FEPER_DIS,LALLOTH_HEPER_DIS,LALLOTH_OTHER_EDUPER_DIS,LALLOTH_EMPLOYMENTPER_DIS,LALLOTH_NOT_SUSTAINEDPER_DIS,LALLOTH_NOT_CAPTUREDPER_DIS,LALLOTH_COHORT_NONDIS,LALLOTH_OVERALL_NONDIS,LALLOTH_APPREN_NONDIS,LALLOTH_EDUCATION_NONDIS,LALLOTH_FE_NONDIS,LALLOTH_HE_NONDIS,LALLOTH_OTHER_EDU_NONDIS,LALLOTH_EMPLOYMENT_NONDIS,LALLOTH_NOT_SUSTAINED_NONDIS,LALLOTH_NOT_CAPTURED_NONDIS,LALLOTH_OVERALLPER_NONDIS,LALLOTH_APPRENPER_NONDIS,LALLOTH_EDUCATIONPER_NONDIS,LALLOTH_FEPER_NONDIS,LALLOTH_HEPER_NONDIS,LALLOTH_OTHER_EDUPER_NONDIS,LALLOTH_EMPLOYMENTPER_NONDIS,LALLOTH_NOT_SUSTAINEDPER_NONDIS,LALLOTH_NOT_CAPTUREDPER_NONDIS
1,838,8001,130653,Weymouth and Kingston Maurward College,General Further Education College,0,0,669,486,54,154,68,81,5,278,133,50,73%,8%,23%,10%,12%,1%,42%,20%,7%,189,117,7,44,22,19,3,66,58,14,62%,4%,23%,12%,10%,2%,35%,31%,7%,480,369,47,110,46,62,2,212,75,36,77%,10%,23%,10%,13%,SP,44%,16%,8%,349,275,16,107,32,75,0,152,49,25,79%,5%,31%,9%,21%,0%,44%,14%,7%,80,57,3,28,SUPP,SUPP,0,26,18,5,71%,4%,35%,SUPP,SUPP,0%,33%,23%,6%,269,218,13,79,SUPP,SUPP,0,126,31,20,81%,5%,29%,SUPP,SUPP,0%,47%,12%,7%,197,136,20,26,24,0,2,90,45,16,69%,10%,13%,12%,0%,1%,46%,23%,8%,67,41,2,10,SUPP,0,SUPP,29,21,5,61%,3%,15%,SUPP,0%,SUPP,43%,31%,7%,130,95,18,16,SUPP,0,SUPP,61,24,11,73%,14%,12%,SUPP,0%,SUPP,47%,18%,8%,123,75,18,21,12,6,3,36,39,9,61%,15%,17%,10%,5%,2%,29%,32%,7%,42,19,2,6,SUPP,SUPP,SUPP,11,19,4,45%,5%,14%,SUPP,SUPP,SUPP,26%,45%,10%,81,56,16,15,SUPP,SUPP,SUPP,25,20,5,69%,20%,19%,SUPP,SUPP,SUPP,31%,25%,6%
1,838,4503,113882,Gillingham School,VC,0,0,171,144,4,69,2,66,1,71,23,4,84%,2%,40%,1%,39%,1%,42%,13%,2%,17,13,1,5,0,SUPP,SUPP,7,SUPP,SUPP,76%,6%,29%,0%,SUPP,SUPP,41%,SUPP,SUPP,154,131,3,64,2,SUPP,SUPP,64,SUPP,SUPP,85%,2%,42%,1%,SUPP,SUPP,42%,SUPP,SUPP,162,141,4,69,2,66,1,68,19,2,87%,2%,43%,1%,41%,1%,42%,12%,1%,15,13,1,5,0,SUPP,SUPP,7,2,0,87%,7%,33%,0%,SUPP,SUPP,47%,13%,0%,147,128,3,64,2,SUPP,SUPP,61,17,2,87%,2%,44%,1%,SUPP,SUPP,41%,12%,1%,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,838,4504,141526,Queen Elizabeth's School,ACC,0,0,197,177,19,79,4,73,2,79,15,5,90%,10%,40%,2%,37%,1%,40%,8%,3%,11,10,1,6,SUPP,SUPP,SUPP,3,SUPP,SUPP,91%,9%,55%,SUPP,SUPP,SUPP,27%,SUPP,SUPP,186,167,18,73,SUPP,SUPP,SUPP,76,SUPP,SUPP,90%,10%,39%,SUPP,SUPP,SUPP,41%,SUPP,SUPP,189,170,16,79,4,73,2,75,15,4,90%,8%,42%,2%,39%,1%,40%,8%,2%,10,9,SUPP,6,0,SUPP,SUPP,SUPP,SUPP,SUPP,90%,SUPP,60%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,179,161,SUPP,73,4,SUPP,SUPP,SUPP,SUPP,SUPP,90%,SUPP,41%,2%,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,7,6,3,0,0,0,0,3,0,1,86%,43%,0%,0%,0%,0%,43%,0%,14%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,838,4505,113884,Beaminster School,VC,0,0,36,32,3,10,2,8,0,19,3,1,89%,8%,28%,6%,22%,0%,53%,8%,3%,4,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,32,SUPP,SUPP,SUPP,SUPP,SUPP,0,17,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,53%,SUPP,SUPP,32,28,1,10,2,8,0,17,3,1,88%,3%,31%,6%,25%,0%,53%,9%,3%,3,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,29,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,10%,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,838,4512,138471,The Gryphon School,ACC,0,0,191,158,13,84,2,81,1,61,21,12,83%,7%,44%,1%,42%,1%,32%,11%,6%,9,6,SUPP,5,0,SUPP,SUPP,SUPP,SUPP,SUPP,67%,SUPP,56%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,182,152,SUPP,79,2,SUPP,SUPP,SUPP,SUPP,SUPP,84%,SUPP,43%,1%,SUPP,SUPP,SUPP,SUPP,SUPP,184,153,12,84,2,81,1,57,20,11,83%,7%,46%,1%,44%,1%,31%,11%,6%,8,SUPP,0,5,0,SUPP,SUPP,SUPP,SUPP,0,SUPP,0%,63%,0%,SUPP,SUPP,SUPP,SUPP,0%,176,SUPP,12,79,2,SUPP,SUPP,SUPP,SUPP,11,SUPP,7%,45%,1%,SUPP,SUPP,SUPP,SUPP,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,1,0,0,0,0,4,1,1,71%,14%,0%,0%,0%,0%,57%,14%,14%,1,SUPP,SUPP,0,0,0,0,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%,0%,0%,SUPP,SUPP,SUPP,6,SUPP,SUPP,0,0,0,0,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%,0%,0%,SUPP,SUPP,SUPP
1,838,4615,137163,The Thomas Hardye School,ACC,0,0,346,309,15,174,13,148,13,120,27,10,89%,4%,50%,4%,43%,4%,35%,8%,3%,34,27,2,15,SUPP,14,SUPP,10,6,1,79%,6%,44%,SUPP,41%,SUPP,29%,18%,3%,312,282,13,159,SUPP,134,SUPP,110,21,9,90%,4%,51%,SUPP,43%,SUPP,35%,7%,3%,332,300,13,173,13,148,12,114,24,8,90%,4%,52%,4%,45%,4%,34%,7%,2%,32,SUPP,2,SUPP,SUPP,14,SUPP,10,SUPP,SUPP,SUPP,6%,SUPP,SUPP,44%,SUPP,31%,SUPP,SUPP,300,SUPP,11,SUPP,SUPP,134,SUPP,104,SUPP,SUPP,SUPP,4%,SUPP,SUPP,45%,SUPP,35%,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,9,2,1,0,0,1,6,3,2,64%,14%,7%,0%,0%,7%,43%,21%,14%,2,SUPP,SUPP,SUPP,0,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%,SUPP,SUPP,SUPP,SUPP,12,SUPP,2,SUPP,0,0,SUPP,6,SUPP,SUPP,SUPP,17%,SUPP,0%,0%,SUPP,50%,SUPP,SUPP
1,838,5401,113901,The Woodroffe School,FD,0,0,114,98,6,54,3,50,1,38,13,3,86%,5%,47%,3%,44%,1%,33%,11%,3%,9,8,SUPP,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,89%,SUPP,56%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,105,90,SUPP,49,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,86%,SUPP,47%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,110,94,5,53,2,50,1,36,13,3,85%,5%,48%,2%,45%,1%,33%,12%,3%,8,7,SUPP,SUPP,0,SUPP,SUPP,2,SUPP,SUPP,88%,SUPP,SUPP,0%,SUPP,SUPP,25%,SUPP,SUPP,102,87,SUPP,SUPP,2,SUPP,SUPP,34,SUPP,SUPP,85%,SUPP,SUPP,2%,SUPP,SUPP,33%,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,838,4510,113888,The Blandford School,VC,0,0,76,72,3,43,0,43,0,26,4,0,95%,4%,57%,0%,57%,0%,34%,5%,0%,8,SUPP,1,SUPP,0,SUPP,0,SUPP,SUPP,0,SUPP,13%,SUPP,0%,SUPP,0%,SUPP,SUPP,0%,68,SUPP,2,SUPP,0,SUPP,0,SUPP,SUPP,0,SUPP,3%,SUPP,0%,SUPP,0%,SUPP,SUPP,0%,73,70,1,43,0,43,0,26,3,0,96%,1%,59%,0%,59%,0%,36%,4%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,838,4511,140898,Shaftesbury School,ACC,0,0,101,80,7,39,3,36,0,34,16,5,79%,7%,39%,3%,36%,0%,34%,16%,5%,17,11,2,5,0,5,0,4,SUPP,SUPP,65%,12%,29%,0%,29%,0%,24%,SUPP,SUPP,84,69,5,34,3,31,0,30,SUPP,SUPP,82%,6%,40%,4%,37%,0%,36%,SUPP,SUPP,87,70,6,39,3,36,0,25,13,4,80%,7%,45%,3%,41%,0%,29%,15%,5%,13,8,SUPP,5,0,5,0,SUPP,5,0,62%,SUPP,38%,0%,38%,0%,SUPP,38%,0%,74,62,SUPP,34,3,31,0,SUPP,8,4,84%,SUPP,46%,4%,42%,0%,SUPP,11%,5%,8,6,1,0,0,0,0,5,1,1,75%,13%,0%,0%,0%,0%,63%,13%,13%,2,SUPP,SUPP,0,0,0,0,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%,0%,0%,SUPP,SUPP,SUPP,6,SUPP,SUPP,0,0,0,0,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%,0%,0%,SUPP,SUPP,SUPP,6,4,0,0,0,0,0,4,2,0,67%,0%,0%,0%,0%,0%,67%,33%,0%,2,SUPP,0,0,0,0,0,SUPP,SUPP,0,SUPP,0%,0%,0%,0%,0%,SUPP,SUPP,0%,4,SUPP,0,0,0,0,0,SUPP,SUPP,0,SUPP,0%,0%,0%,0%,0%,SUPP,SUPP,0%
1,838,4002,141735,The Sir John Colfox Academy,ACC,0,0,55,47,3,14,1,13,0,30,5,3,85%,5%,25%,2%,24%,0%,55%,9%,5%,4,SUPP,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,51,44,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,86%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,42,36,1,12,0,12,0,23,4,2,86%,2%,29%,0%,29%,0%,55%,10%,5%,1,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,41,SUPP,SUPP,12,0,12,0,23,SUPP,2,SUPP,SUPP,29%,0%,29%,0%,56%,SUPP,5%,6,4,0,0,0,0,0,4,1,1,67%,0%,0%,0%,0%,0%,67%,17%,17%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,7,7,2,2,1,1,0,3,0,0,100%,29%,29%,14%,14%,0%,43%,0%,0%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
LA,838,,,,,,,2810,2254,195,941,132,765,44,1118,407,149,80%,7%,34%,5%,27%,2%,40%,15%,5%,460,310,20,125,35,80,10,160,120,30,67%,5%,27%,7%,18%,2%,35%,27%,7%,2350,1945,175,815,100,685,35,955,285,120,83%,7%,35%,4%,29%,2%,41%,12%,5%,2150,1825,118,865,73,757,35,842,239,86,85%,6%,40%,3%,35%,2%,39%,11%,4%,250,190,10,100,15,80,5,80,55,5,76%,5%,39%,6%,32%,2%,33%,21%,3%,1900,1635,105,765,60,675,30,760,185,80,86%,6%,40%,3%,36%,2%,40%,10%,4%,280,187,33,27,24,0,3,127,63,30,67%,12%,10%,9%,0%,1%,45%,23%,11%,90,55,5,10,10,0,SN,40,30,10,60%,4%,11%,10%,0%,1%,44%,31%,9%,190,135,30,15,15,0,SN,85,35,20,70%,15%,9%,8%,0%,1%,46%,18%,12%,380,242,44,49,35,8,6,149,105,33,64%,12%,13%,9%,2%,2%,39%,28%,9%,120,60,5,15,10,SN,5,40,40,15,53%,5%,14%,9%,1%,3%,34%,35%,13%,260,180,40,35,25,5,SN,110,65,20,69%,15%,13%,9%,3%,1%,42%,24%,7%
1,372,4007,145848,Wath Academy,AC,0,0,188,169,19,98,2,90,6,52,11,8,90%,10%,52%,1%,48%,3%,28%,6%,4%,30,23,2,11,SUPP,SUPP,SUPP,10,6,1,77%,7%,37%,SUPP,SUPP,SUPP,33%,20%,3%,158,146,17,87,SUPP,SUPP,SUPP,42,5,7,92%,11%,55%,SUPP,SUPP,SUPP,27%,3%,4%,177,162,16,98,2,90,6,48,8,7,92%,9%,55%,1%,51%,3%,27%,5%,4%,26,SUPP,SUPP,11,0,SUPP,SUPP,9,SUPP,SUPP,SUPP,SUPP,42%,0%,SUPP,SUPP,35%,SUPP,SUPP,151,SUPP,SUPP,87,2,SUPP,SUPP,39,SUPP,SUPP,SUPP,SUPP,58%,1%,SUPP,SUPP,26%,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,10,7,3,0,0,0,0,4,2,1,70%,30%,0%,0%,0%,0%,40%,20%,10%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
